/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/StarLightCurves/StarLightCurves_TRAIN,8,1,10,8,6,4,4,8,1,10,8,6,4,4
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/Strawberry/Strawberry_TRAIN,20,1,7,4,3,2,2,20,1,7,4,3,2,2
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/SwedishLeaf/SwedishLeaf_TRAIN,9,1,17,15,13,11,10,9,1,17,15,13,11,10
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/Symbols/Symbols_TRAIN,10,1,12,8,6,5,4,10,1,12,8,6,5,4
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/SyntheticControl/SyntheticControl_TRAIN,7,1,18,16,13,11,9,7,1,18,16,13,11,9
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/ToeSegmentation1/ToeSegmentation1_TRAIN,20,1,20,19,18,17,16,20,1,20,19,18,17,16
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/ToeSegmentation2/ToeSegmentation2_TRAIN,20,1,20,19,18,17,16,20,1,20,19,18,17,16
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/Trace/Trace_TRAIN,17,1,10,8,6,5,4,17,1,10,8,6,5,4
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/TwoLeadECG/TwoLeadECG_TRAIN,20,1,10,7,4,3,2,20,1,10,7,4,3,2
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/TwoPatterns/TwoPatterns_TRAIN,20,1,20,19,18,17,16,20,1,20,19,18,17,16
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/UMD/UMD_TRAIN,11,1,14,12,10,8,7,11,1,14,12,10,8,7
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/UWaveGestureLibraryAll/UWaveGestureLibraryAll_TRAIN,20,1,20,19,18,17,16,20,1,20,19,18,17,16
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/UWaveGestureLibraryX/UWaveGestureLibraryX_TRAIN,9,1,19,18,16,14,13,9,1,19,18,16,14,13
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/UWaveGestureLibraryY/UWaveGestureLibraryY_TRAIN,8,1,17,15,13,11,10,8,1,17,15,13,11,10
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/UWaveGestureLibraryZ/UWaveGestureLibraryZ_TRAIN,8,1,18,15,13,11,10,8,1,18,15,13,11,10
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/Wafer/Wafer_TRAIN,9,1,18,16,14,12,10,9,1,18,16,14,12,10
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/Wine/Wine_TRAIN,20,1,1,1,1,1,1,20,1,1,1,1,1,1
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/WordSynonyms/WordSynonyms_TRAIN,9,1,18,17,15,14,13,9,1,18,17,15,14,13
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/Worms/Worms_TRAIN,20,1,20,19,18,17,16,20,1,20,19,18,17,16
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/WormsTwoClass/WormsTwoClass_TRAIN,20,1,19,18,17,16,15,20,1,19,18,17,16,15
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/Yoga/Yoga_TRAIN,11,1,16,14,12,11,9,11,1,16,14,12,11,9
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/CBF/randomwalkdatasample1k-40k,9,1,19,18,15,13,11,9,1,19,18,15,13,11
